Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
66,60.84,0.19,0.66,1,1,0.84,"{'controller_frequency': 4.59073531627655, 'planner_patience': 6.6118423491716385, 'controller_patience': 3.191276878118515, 'conservative_reset_dist': 4.171263590455055, 'acc_lim_theta': 3.1778514502570037, 'acc_lim_trans': 0.19646921493113043, 'acc_lim_x': 1.0805359221994877, 'forward_point_distance': 0.5741070033051073, 'goal_distance_bias': 14.95322089176625, 'max_scaling_factor': 0.2954398848116398, 'max_vel_theta': 1.908605228178203, 'max_vel_trans': 0.37322709476575255, 'max_vel_x': 0.5703330053016543, 'min_vel_theta': 2.191939995624125, 'min_vel_trans': 0.19709313726052644, 'min_vel_x': -0.11297093499451874, 'occdist_scale': 0.4791216795798391, 'oscillation_reset_angle': 0.10076561272144319, 'path_distance_bias': 39.34585452079773, 'scaling_speed': 0.24850925672799346, 'sim_granularity': 0.03556461341679096, 'sim_time': 1.7248941697180271, 'stop_time_buffer': 0.10306454934179783, 'theta_stopped_vel': 0.11181122763082385, 'trans_stopped_vel': 0.1448470494709909, 'vth_samples': 12, 'vx_samples': 6, 'vy_samples': 5, 'publish_frequency': 4.463038536719978, 'resolution': 0.06747854503802955, 'transform_tolerance': 1.7859677186235785, 'update_frequency': 4.972505498677492, 'cost_scaling_factor': 5.645783370360732, 'inflation_radius': 0.7771832875907421, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
67,44.04,1.59,0.69,0,0.6,0.8,"{'controller_frequency': 4.861712157726288, 'planner_patience': 5.712723679840565, 'controller_patience': 4.845259036868811, 'conservative_reset_dist': 4.242464195936918, 'acc_lim_theta': 3.4180934370495377, 'acc_lim_trans': 0.29896169081330304, 'acc_lim_x': 2.8874108009040356, 'forward_point_distance': 0.2685671107843518, 'goal_distance_bias': 34.403784424066544, 'max_scaling_factor': 0.28803008012473585, 'max_vel_theta': 1.098768177907914, 'max_vel_trans': 0.5940908983815462, 'max_vel_x': 0.602675081603229, 'min_vel_theta': 1.9279043753631413, 'min_vel_trans': 0.11149004604667426, 'min_vel_x': -0.21705091847106814, 'occdist_scale': 0.25762752708978953, 'oscillation_reset_angle': 0.3970345124602318, 'path_distance_bias': 29.092594794929028, 'scaling_speed': 0.16939031034708021, 'sim_granularity': 0.02310213432647288, 'sim_time': 0.7469824803993106, 'stop_time_buffer': 0.5541279517114163, 'theta_stopped_vel': 0.13129919916391372, 'trans_stopped_vel': 0.07175967749208212, 'vth_samples': 16, 'vx_samples': 5, 'vy_samples': 14, 'publish_frequency': 1.0056853983551264, 'resolution': 0.06359625540673733, 'transform_tolerance': 0.4107350954785943, 'update_frequency': 5.010153631679714, 'cost_scaling_factor': 12.585382161661983, 'inflation_radius': 1.367157371342182, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
68,364.2,5.89,0.4,0,0,0.05,"{'controller_frequency': 6.118640664964914, 'planner_patience': 3.272738967090845, 'controller_patience': 4.36105003580451, 'conservative_reset_dist': 3.384799364954233, 'acc_lim_theta': 4.136737836524844, 'acc_lim_trans': 0.2703227885067463, 'acc_lim_x': 2.031489185988903, 'forward_point_distance': 0.5146563243120909, 'goal_distance_bias': 11.10296506434679, 'max_scaling_factor': 0.43239186778664596, 'max_vel_theta': 1.1463089426979423, 'max_vel_trans': 0.5054160109721124, 'max_vel_x': 0.6515421759802849, 'min_vel_theta': 1.7256164797581732, 'min_vel_trans': 0.154567236546427, 'min_vel_x': -0.2336044301278889, 'occdist_scale': 0.23809822746552528, 'oscillation_reset_angle': 0.20360883660614493, 'path_distance_bias': 39.57946579903364, 'scaling_speed': 0.27206956464797255, 'sim_granularity': 0.04261316869407892, 'sim_time': 0.8812636202201247, 'stop_time_buffer': 0.3883831493556499, 'theta_stopped_vel': 0.05163451712578535, 'trans_stopped_vel': 0.0705126829445362, 'vth_samples': 10, 'vx_samples': 3, 'vy_samples': 0, 'publish_frequency': 3.3128519812598825, 'resolution': 0.12352578130550683, 'transform_tolerance': 0.4268449943512678, 'update_frequency': 5.093275126069784, 'cost_scaling_factor': 5.0990679962560534, 'inflation_radius': 0.5401280220597982, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
69,37.36,0.17,0.4,1,1,0.9,"{'controller_frequency': 5.117148728037623, 'planner_patience': 6.3528614876186325, 'controller_patience': 5.991277768661684, 'conservative_reset_dist': 1.4208246293308164, 'acc_lim_theta': 3.02771377565748, 'acc_lim_trans': 0.20710797441143514, 'acc_lim_x': 3.307639200922949, 'forward_point_distance': 0.6134948530515563, 'goal_distance_bias': 35.045776827498756, 'max_scaling_factor': 0.2641794671246352, 'max_vel_theta': 1.8812582834736165, 'max_vel_trans': 0.513481786817202, 'max_vel_x': 0.4708389322943991, 'min_vel_theta': 1.8718595861724663, 'min_vel_trans': 0.18668971695562847, 'min_vel_x': -0.08474105760324216, 'occdist_scale': 0.306202367593948, 'oscillation_reset_angle': 0.2699904092376866, 'path_distance_bias': 37.691219717560216, 'scaling_speed': 0.2943411049274237, 'sim_granularity': 0.02958181340542103, 'sim_time': 2.196626342279547, 'stop_time_buffer': 1.0964982535093757, 'theta_stopped_vel': 0.10683209123653384, 'trans_stopped_vel': 0.06095377460246658, 'vth_samples': 23, 'vx_samples': 5, 'vy_samples': 11, 'publish_frequency': 3.0174524027817604, 'resolution': 0.03416485397622391, 'transform_tolerance': 0.7151618352275342, 'update_frequency': 2.323034992366239, 'cost_scaling_factor': 3.2229185093990984, 'inflation_radius': 1.2166295733537345, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
70,37.24,0.16,0.66,1,1,0.9,"{'controller_frequency': 4.9816735473196125, 'planner_patience': 6.343060241845922, 'controller_patience': 5.717022348774978, 'conservative_reset_dist': 1.7048760384926867, 'acc_lim_theta': 2.9227132813697754, 'acc_lim_trans': 0.21713595217596526, 'acc_lim_x': 3.061327951078064, 'forward_point_distance': 0.5843768528611408, 'goal_distance_bias': 35.30004899263446, 'max_scaling_factor': 0.24526510065058235, 'max_vel_theta': 1.8156839978761126, 'max_vel_trans': 0.497795221772036, 'max_vel_x': 0.48280566650596735, 'min_vel_theta': 1.8860944969185027, 'min_vel_trans': 0.1783149959801038, 'min_vel_x': -0.09178459574125666, 'occdist_scale': 0.2828420556848788, 'oscillation_reset_angle': 0.2572207100330403, 'path_distance_bias': 37.13238649527447, 'scaling_speed': 0.28916286121809276, 'sim_granularity': 0.028112282993061618, 'sim_time': 2.2850842003320864, 'stop_time_buffer': 1.0439220362031194, 'theta_stopped_vel': 0.11923583543635549, 'trans_stopped_vel': 0.06748934798042905, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.6298396604310126, 'resolution': 0.02327547104919311, 'transform_tolerance': 0.8292190354863493, 'update_frequency': 2.2295025702685667, 'cost_scaling_factor': 4.126192950717108, 'inflation_radius': 1.309417461089153, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
71,265.96,34.21,0.4,0,0,1000,"{'controller_frequency': 6.5362867303192616, 'planner_patience': 3.159775961190462, 'controller_patience': 4.726952999830246, 'conservative_reset_dist': 2.878736261278391, 'acc_lim_theta': 3.9207672626711427, 'acc_lim_trans': 0.4777980607002974, 'acc_lim_x': 2.265435006469488, 'forward_point_distance': 0.7102502611465752, 'goal_distance_bias': 6.532462392933667, 'max_scaling_factor': 0.18315419740974903, 'max_vel_theta': 1.036274173296988, 'max_vel_trans': 0.31278013880364597, 'max_vel_x': 0.39874369679018856, 'min_vel_theta': 2.6824769424274564, 'min_vel_trans': 0.154806156270206, 'min_vel_x': -0.1581127021461725, 'occdist_scale': 0.44513104972429574, 'oscillation_reset_angle': 0.24352267049252987, 'path_distance_bias': 26.32587157189846, 'scaling_speed': 0.28006441369652746, 'sim_granularity': 0.032982949884608384, 'sim_time': 1.104254925623536, 'stop_time_buffer': 1.2440651079639793, 'theta_stopped_vel': 0.05339566050097347, 'trans_stopped_vel': 0.0634096554480493, 'vth_samples': 11, 'vx_samples': 3, 'vy_samples': 9, 'publish_frequency': 3.114893780089915, 'resolution': 0.1223607489373535, 'transform_tolerance': 0.5203331565484405, 'update_frequency': 3.499566259793937, 'cost_scaling_factor': 3.863051049411297, 'inflation_radius': 1.0986777506768703, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
72,60,0.16,0.65,1,1,0.84,"{'controller_frequency': 4.87454455538733, 'planner_patience': 6.531477267939744, 'controller_patience': 6.058905590138348, 'conservative_reset_dist': 1.4836542106530557, 'acc_lim_theta': 2.9442186771886187, 'acc_lim_trans': 0.22121630595854724, 'acc_lim_x': 3.143776246984201, 'forward_point_distance': 0.6094759344311148, 'goal_distance_bias': 35.061301690415014, 'max_scaling_factor': 0.2162808241929557, 'max_vel_theta': 1.9528472331673619, 'max_vel_trans': 0.5038005920127053, 'max_vel_x': 0.4830702510667628, 'min_vel_theta': 1.8523028727233217, 'min_vel_trans': 0.18803467706129542, 'min_vel_x': -0.0879786464935366, 'occdist_scale': 0.3034215939701817, 'oscillation_reset_angle': 0.2619904402012292, 'path_distance_bias': 38.011537466143416, 'scaling_speed': 0.2901218395115346, 'sim_granularity': 0.02396196900323668, 'sim_time': 2.2700671411585827, 'stop_time_buffer': 1.0547907280643596, 'theta_stopped_vel': 0.10991429656255357, 'trans_stopped_vel': 0.06394687726590204, 'vth_samples': 22, 'vx_samples': 5, 'vy_samples': 10, 'publish_frequency': 2.663469897772831, 'resolution': 0.02, 'transform_tolerance': 0.6548179097267899, 'update_frequency': 2.16588692117712, 'cost_scaling_factor': 3.5325432816498465, 'inflation_radius': 1.2732954677260568, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
73,33,0.65,0.9,0,0.8,0.88,"{'controller_frequency': 4.836910793589849, 'planner_patience': 6.552592107138354, 'controller_patience': 6.020664022955616, 'conservative_reset_dist': 1.4969751139947904, 'acc_lim_theta': 2.922819649973788, 'acc_lim_trans': 0.21766818887744221, 'acc_lim_x': 3.136488579229612, 'forward_point_distance': 0.6071180858484995, 'goal_distance_bias': 35.96882735512254, 'max_scaling_factor': 0.22167346321949322, 'max_vel_theta': 1.927144135966198, 'max_vel_trans': 0.5080630854568671, 'max_vel_x': 0.48992366161025336, 'min_vel_theta': 1.838869216461351, 'min_vel_trans': 0.18301355943837927, 'min_vel_x': -0.0907214158106654, 'occdist_scale': 0.29812860239037786, 'oscillation_reset_angle': 0.25630188970529666, 'path_distance_bias': 37.75290416378411, 'scaling_speed': 0.29202620384036326, 'sim_granularity': 0.0352117474447247, 'sim_time': 2.2930317956660082, 'stop_time_buffer': 1.0637080554352003, 'theta_stopped_vel': 0.11436483726553974, 'trans_stopped_vel': 0.06367713844807078, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.6618371859215655, 'resolution': 0.0381047829083507, 'transform_tolerance': 0.698672601110911, 'update_frequency': 2.1044016517588178, 'cost_scaling_factor': 3.609462101682634, 'inflation_radius': 1.2971446203159418, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
74,38.04,0.15,0.65,1,1,0.9,"{'controller_frequency': 5.034490888299059, 'planner_patience': 6.346569507468034, 'controller_patience': 5.83671540903188, 'conservative_reset_dist': 1.527657735868674, 'acc_lim_theta': 2.9677368353995273, 'acc_lim_trans': 0.2057710483152512, 'acc_lim_x': 3.202310054620318, 'forward_point_distance': 0.5998521602373655, 'goal_distance_bias': 35.420155533021095, 'max_scaling_factor': 0.2561997319680446, 'max_vel_theta': 1.840521875730586, 'max_vel_trans': 0.5024361842040167, 'max_vel_x': 0.4760961952789, 'min_vel_theta': 1.8910258540007943, 'min_vel_trans': 0.18321697432771406, 'min_vel_x': -0.08816488626849323, 'occdist_scale': 0.2915450116945482, 'oscillation_reset_angle': 0.26378381816058083, 'path_distance_bias': 37.46385304924566, 'scaling_speed': 0.2940724410882709, 'sim_granularity': 0.026101793514658248, 'sim_time': 2.248027120533505, 'stop_time_buffer': 1.0707881587782453, 'theta_stopped_vel': 0.11088420604550157, 'trans_stopped_vel': 0.06325594661998321, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.802385713009853, 'resolution': 0.051786858615623516, 'transform_tolerance': 0.8100994506006673, 'update_frequency': 2.246028020683058, 'cost_scaling_factor': 3.6738514865301815, 'inflation_radius': 1.2637515124441216, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
75,30.76,0.62,0.91,0,0.8,0.88,"{'controller_frequency': 5.112452141707058, 'planner_patience': 6.392261267182827, 'controller_patience': 5.895137461044433, 'conservative_reset_dist': 1.542793680693829, 'acc_lim_theta': 3.016061728740463, 'acc_lim_trans': 0.21888479377684766, 'acc_lim_x': 3.286968890651576, 'forward_point_distance': 0.6103042420249742, 'goal_distance_bias': 35.829956529062486, 'max_scaling_factor': 0.28011683543598354, 'max_vel_theta': 1.8136076598422273, 'max_vel_trans': 0.5346120232846043, 'max_vel_x': 0.4879389752030555, 'min_vel_theta': 1.8101096935508534, 'min_vel_trans': 0.17453122433294163, 'min_vel_x': -0.08830238198793716, 'occdist_scale': 0.30229470726624125, 'oscillation_reset_angle': 0.2583654553684839, 'path_distance_bias': 37.012187648415576, 'scaling_speed': 0.29259595584236175, 'sim_granularity': 0.02713643491653464, 'sim_time': 2.182042315986521, 'stop_time_buffer': 1.1298724015703858, 'theta_stopped_vel': 0.12332279821791554, 'trans_stopped_vel': 0.06172097851983214, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 12, 'publish_frequency': 3.0621644722370784, 'resolution': 0.023871566111102773, 'transform_tolerance': 0.7692568778961011, 'update_frequency': 2.28056120468872, 'cost_scaling_factor': 3.136491244996158, 'inflation_radius': 1.2628019222293445, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
76,36.64,0.14,0.61,1,1,0.9,"{'controller_frequency': 5.137885083497925, 'planner_patience': 6.349353044223052, 'controller_patience': 5.836434257977093, 'conservative_reset_dist': 1.614990359490509, 'acc_lim_theta': 2.9884976482550654, 'acc_lim_trans': 0.22941521856449243, 'acc_lim_x': 3.1838939180798307, 'forward_point_distance': 0.5967988613541956, 'goal_distance_bias': 32.30149661765829, 'max_scaling_factor': 0.2628488568195541, 'max_vel_theta': 1.8704585983242685, 'max_vel_trans': 0.5049552859923543, 'max_vel_x': 0.45744111596722714, 'min_vel_theta': 1.8734767605709268, 'min_vel_trans': 0.1901159885217682, 'min_vel_x': -0.07755731449925832, 'occdist_scale': 0.3096454811681019, 'oscillation_reset_angle': 0.27633801353139154, 'path_distance_bias': 39.43333148688389, 'scaling_speed': 0.2897074336237344, 'sim_granularity': 0.028548604697893457, 'sim_time': 2.197658131383297, 'stop_time_buffer': 1.0117202168939958, 'theta_stopped_vel': 0.11625201115807007, 'trans_stopped_vel': 0.06529556726884377, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.818100596373812, 'resolution': 0.039767032907620764, 'transform_tolerance': 0.7565154329211599, 'update_frequency': 2.3826655687937786, 'cost_scaling_factor': 3.1553505957679078, 'inflation_radius': 1.2072234397316044, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
77,25.44,0.78,0.8,0,0.6,0.89,"{'controller_frequency': 5.211083818037611, 'planner_patience': 6.109383657240743, 'controller_patience': 5.926606948029575, 'conservative_reset_dist': 1.5997830824982795, 'acc_lim_theta': 3.063185986383775, 'acc_lim_trans': 0.20533828532832238, 'acc_lim_x': 3.2480764993335796, 'forward_point_distance': 0.5949244460170832, 'goal_distance_bias': 34.593347541301995, 'max_scaling_factor': 0.24419166265502493, 'max_vel_theta': 1.828018147786982, 'max_vel_trans': 0.49806239298736527, 'max_vel_x': 0.4763205277698066, 'min_vel_theta': 1.8361703483598892, 'min_vel_trans': 0.19971932191754535, 'min_vel_x': -0.09146408992705132, 'occdist_scale': 0.29936238488726435, 'oscillation_reset_angle': 0.25118341390455223, 'path_distance_bias': 36.1542454384426, 'scaling_speed': 0.28566710692858666, 'sim_granularity': 0.02730372316616028, 'sim_time': 2.1940222397183256, 'stop_time_buffer': 1.0314898886332886, 'theta_stopped_vel': 0.1137292537449766, 'trans_stopped_vel': 0.06382427461044354, 'vth_samples': 24, 'vx_samples': 3, 'vy_samples': 10, 'publish_frequency': 2.8531675026582977, 'resolution': 0.02, 'transform_tolerance': 0.7272171666039124, 'update_frequency': 2.5409849766260133, 'cost_scaling_factor': 3.7411864199548854, 'inflation_radius': 1.2022646315602983, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
78,56.68,0.17,0.61,1,1,0.85,"{'controller_frequency': 6.098897345740372, 'planner_patience': 5.127251181832795, 'controller_patience': 5.170859949210159, 'conservative_reset_dist': 2.605975785882595, 'acc_lim_theta': 3.5276446899999723, 'acc_lim_trans': 0.30118828581123763, 'acc_lim_x': 3.871186128766389, 'forward_point_distance': 0.4775213500088731, 'goal_distance_bias': 33.40104021468039, 'max_scaling_factor': 0.45801551930732, 'max_vel_theta': 1.7872442628123624, 'max_vel_trans': 0.5096416498997468, 'max_vel_x': 0.45803628683612546, 'min_vel_theta': 2.391881387192319, 'min_vel_trans': 0.13175474677998544, 'min_vel_x': -0.15960883937053877, 'occdist_scale': 0.23016707425739413, 'oscillation_reset_angle': 0.16623703770926018, 'path_distance_bias': 17.134675755790234, 'scaling_speed': 0.1971006226152963, 'sim_granularity': 0.041450699253335214, 'sim_time': 3.317040015758844, 'stop_time_buffer': 1.0743770910233286, 'theta_stopped_vel': 0.060285720240791645, 'trans_stopped_vel': 0.08705407701691126, 'vth_samples': 23, 'vx_samples': 10, 'vy_samples': 10, 'publish_frequency': 4.60548470916245, 'resolution': 0.027468053637780238, 'transform_tolerance': 0.9025088647508841, 'update_frequency': 2.6635497362520466, 'cost_scaling_factor': 7.458244989453998, 'inflation_radius': 1.384501724576003, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
